t,X_obs,Y_obs,Z_obs,X_true,Y_true,Z_true
14.88,-13.754816287614727,-15.167473127783259,36.490102224834935,-14.674534213031968,-13.876859520844746,36.127115941735546
14.881,-16.920549258472306,-12.279112330094737,38.007365803717896,-14.665931469533044,-13.743040722719769,36.233233324742464
14.882,-15.177432943696244,-10.696298182112672,35.03840406803857,-14.656076145347164,-13.607893523312178,36.336971727753806
14.883000000000001,-13.945072812293494,-10.2183137577126,37.28671981790308,-14.644967728724431,-13.47146673136783,36.438303941964264
14.884,-19.931552667466327,-12.137993671800292,35.51747252741404,-14.632606201952912,-13.333809802570167,36.53720409942982
14.885,-13.068383768703857,-10.28741814777677,34.664865171742015,-14.618992042601606,-13.194972805799742,36.633647687102965
14.886000000000001,-16.360298257961045,-11.743156477893596,38.296500145749455,-14.604126224612031,-13.055006369833311,36.72761156841831
14.887,-16.95727081181318,-13.448219684132875,37.188418304198514,-14.588010218476764,-12.91396164170656,36.81907399898072
14.888,-13.98537817084676,-12.033582282386522,38.502912549386785,-14.570645991578271,-12.771890244310322,36.90801463855841
14.889000000000001,-12.032001679193465,-14.857592940378689,34.78769432270534,-14.552036007321231,-12.628844221160637,36.99441456758523
14.89,-13.58773023879503,-12.333705589373798,35.74471282271628,-14.532183224510522,-12.48487599991114,37.078256294979866
14.891,-15.49989959966546,-12.22879758219062,37.02653102690794,-14.51109109588946,-12.340038338648323,37.1595237682534
14.892,-14.58004071370748,-13.603151161286041,38.1056595725713,-14.488763566038381,-12.194384279163568,37.23820238200804
14.893,-12.722225977948638,-12.326018379278754,35.42153744521324,-14.465205069681605,-12.047967105124961,37.31427898115719
14.894,-13.78029169962944,-12.9241484428962,38.3302012470156,-14.440420528145218,-11.900840284932777,37.38774186671568
14.895,-13.145293472341923,-12.690522617374997,34.06939471378625,-14.414415346837112,-11.75305743355222,37.45858079689154
14.896,-14.416927221294271,-11.130969716267197,37.51880705033291,-14.387195411395123,-11.604672259966087,37.52678698656899
14.897,-15.639650403451371,-7.6090967701727585,37.96842486898151,-14.35876708323879,-11.455738518699201,37.592353107140546
14.898,-13.215060189965477,-11.721868452403259,39.413369985959186,-14.329137195987283,-11.30630996913966,37.65527328173299
14.899000000000001,-10.734024261228566,-10.939773189035154,36.95184850871839,-14.298313049342939,-11.156440319229455,37.71554308030426
14.9,-13.956282027089959,-10.974817122301872,39.18175112027137,-14.266302404771302,-11.006183187664128,37.77315951365282
14.901,-16.05976195229307,-8.856802289327776,40.25760855629385,-14.233113479370653,-10.85559205347472,37.82812102316203
14.902000000000001,-12.844829729963049,-8.296538192182151,37.035386385152705,-14.198754939295673,-10.704720209156417,37.88042747188428
14.903,-10.984701001794864,-12.522408181744236,40.36814481338512,-14.163235894379378,-10.553620721873806,37.930080132225605
14.904,-17.232409898631026,-3.3401072149181514,38.04526982354462,-14.126565889672712,-10.402346380370226,37.97708167116306
14.905000000000001,-15.20720120984713,-9.601757762078487,38.45130633281527,-14.08875489955712,-10.25094965956943,38.02143613745482
14.906,-12.870609990318242,-9.962323784316975,33.85422275847546,-14.049813319432163,-10.099482673347698,38.06314894243475
14.907,-12.015017384318844,-14.056875964073999,35.33071348384081,-14.009751957423985,-9.947997131971267,38.10222684334841
14.908,-16.462349061908693,-9.589593629952873,41.864441208279494,-13.968582027300693,-9.796544306152207,38.138677923936385
14.909,-14.830224038473625,-9.660022243596371,40.268922237425485,-13.92631513801929,-9.645174979209367,38.17251157113631
14.91,-13.292743301773445,-6.133787712248842,36.92914145983666,-13.882963286568181,-9.493939415670711,38.20373845628891
14.911,-15.942322720360467,-11.239049608838819,38.40770046475949,-13.838538847628795,-9.342887318526461,38.23237050791814
14.912,-13.691409506767037,-8.493324314961306,38.681332472073436,-13.793054564070706,-9.1920677928191,38.25842088891867
14.913,-15.110874412450894,-13.651658288347422,41.70064499484041,-13.74652353828985,-9.041529313671228,38.281903970701215
14.914,-11.903640656853073,-11.347762419957428,40.77708347973351,-13.698959220215038,-8.891319685288652,38.30283530312927
14.915000000000001,-12.553346017265904,-10.89080416100931,34.74132510946063,-13.650375399170295,-8.741486014619431,38.32123159078308
14.916,-12.046229855824036,-9.944715391849888,41.33788817103532,-13.600786191800351,-8.592074674525389,38.337110659033605
14.917,-15.591845437549381,-9.516340465660631,38.52460878510247,-13.55020603182583,-8.443131274451314,38.35049142682357
14.918000000000001,-16.010731087115545,-9.531230274844052,39.47931737250386,-13.49864966003067,-8.294700633620993,38.36139387545122
14.919,-13.977382389075338,-7.656952826559082,36.806017678826514,-13.446132111221301,-8.146826747886912,38.36983901362933
14.92,-12.646249168365076,-4.019702149701011,40.06148109587705,-13.392668705373337,-7.999552769087466,38.37584885000702
14.921000000000001,-13.572487082121311,-7.439366633792651,37.39240805155949,-13.33827503424694,-7.852920975402408,38.379446354244294
14.922,-14.099560608120319,-5.099153629171783,37.24857648893105,-13.282966950815705,-7.70697274938173,38.380655427074785
14.923,-12.236961768075009,-5.872840499667495,38.08649965747938,-13.22676055818359,-7.5617485572366325,38.379500865042054
14.924,-12.268421568147842,-9.37688528249795,37.622296061955275,-13.169672196026768,-7.417287924068957,38.376008322685934
14.925,-11.71848102444848,-5.871200170727024,38.93500489561302,-13.111718431259622,-7.2736294192228375,38.370204282552635
14.926,-13.148130201229414,-5.823669821176848,40.42579297986356,-13.052916043861234,-7.130810634674545,38.36211601321765
14.927,-13.672958716274318,-9.60085189653838,38.582976605913366,-12.993282016289966,-6.988868170189884,38.35177153812295
14.928,-12.696326796667663,-7.053355275400566,37.82935268698213,-12.93283352170938,-6.847837619401002,38.33919959782813
14.929,-16.85585062158804,-8.299308329825225,41.31852243408763,-12.871587910370351,-6.707753553348774,38.32442961114209
14.93,-13.759024194271325,-8.792193311694513,40.48495109245374,-12.809562700067193,-6.5686495119140025,38.30749164398835
14.931000000000001,-12.629797324750502,-6.216965008095768,39.59283000460241,-12.7467755617069,-6.4305579905456645,38.28841636629281
14.932,-12.37716251537551,-11.192255117754563,38.971960328140874,-12.683244308906927,-6.293510431981295,38.26723502077747
14.933,-10.905946004299377,-6.727523537508429,36.135329935566986,-12.618986886061865,-6.15753721949056,38.243979384667625
14.934000000000001,-15.240907938458914,-2.9612875049132255,37.75769395752142,-12.554021354924167,-6.022667668164602,38.21868173098865
14.935,-11.97300479790653,-5.702051440360731,37.96543965939328,-12.48836588521972,-5.888930022259995,38.19137479790672
14.936,-12.380024000143916,-4.075939635250123,38.64626713678756,-12.422038740438426,-5.756351450095862,38.162091746155575
14.937000000000001,-11.029513080955,-4.6081682964259265,37.11935170108824,-12.355058267713806,-5.624958041594278,38.13086612866449
14.938,-10.69806946086646,-3.735529038410939,38.0320688529684,-12.287442886361244,-5.494774808542483,38.0977318538521
14.939,-11.850823947141826,-8.270428469688603,36.874627387326214,-12.219211074746852,-5.3658256829677375,38.062723147747825
14.94,-13.787575417098463,-4.915828407183842,39.539882718832075,-12.150381361460282,-5.2381335197503365,38.02587452546021
14.941,-14.184605438161316,-5.482509374519392,37.08519091152338,-12.080972311784706,-5.1117200992284015,37.987220750644404
14.942,-11.457162467643828,-4.769142498799681,38.38081835052039,-12.011002517849473,-4.986606129780196,37.946796806445114
14.943,-14.449469575380668,-3.6800082245361745,37.86550101075921,-11.940490588263748,-4.8628112542741535,37.904637862424096
14.944,-8.376631339423923,-6.964083649845369,37.576416732199654,-11.869455135339624,-4.7403540550879,37.86077923796173
14.945,-13.821059830535706,-3.80822402986591,40.23112349472181,-11.797914767067962,-4.619252060834899,37.81525637699435
14.946,-11.468632539888679,-4.232855498327017,40.10766607468532,-11.725888074831975,-4.499521755899473,37.76810481123456
14.947000000000001,-10.582443312419782,-2.7602638289351313,38.05541917697809,-11.65339362368071,-4.38117858752142,37.71936013233112
14.948,-11.119667795819876,-4.881575610621479,39.002808770264856,-11.580449943503474,-4.264236976918989,37.6690579639657
14.949,-10.165367981090597,-6.362557973917671,40.787080027457044,-11.50707551695665,-4.148710330639838,37.61723392759931
14.950000000000001,-9.2410142021764,-4.154204793654761,37.23945657699146,-11.433288772016196,-4.034611050248264,37.56392362019035
14.951,-12.132184241005872,-4.427563045167294,38.57753521781015,-11.359108071804531,-3.9219505471004816,37.509162583694135
14.952,-13.267049255308878,-2.365491615682852,32.32490000340317,-11.284551704533078,-3.810739254507497,37.45298627722009
14.953000000000001,-8.965951639668624,-8.137746036388098,37.69098311846079,-11.209637876619423,-3.7009866409011254,37.39543005584979
14.954,-9.489945384283942,-2.438536577382001,39.592149367405156,-11.134384701890795,-3.592701227149131,37.336529140126785
14.955,-10.770583502435507,-2.7291156337774325,40.67863249063135,-11.05881019415164,-3.4858905989025213,37.27631859538819
14.956,-10.763658242035316,-0.2846954658582903,40.21126982836729,-10.982932259671001,-3.3805614238133295,37.21483330924775
14.957,-9.674498273459118,-2.5307913419342527,36.45259435526932,-10.906768687188684,-3.2767194696300286,37.15210796463803
14.958,-8.611677059660312,-1.0542254493920589,33.88506780238844,-10.830337142164641,-3.1743696177426255,37.08817702341771
